0,1.1661126e-10,4.037874e-10,1.2049233e-09,1.2904354e-12,1.2592235e-08,5.3551835e-10,1.32718255e-11,1.0
1,6.6313554e-08,6.650457e-08,2.5614685e-07,0.9932197,5.0873834e-09,0.006779784,1.3084872e-07,1.4988556e-10
2,4.6268045e-10,8.987495e-09,7.581062e-08,1.0406431e-07,3.585732e-10,3.091843e-10,0.99999976,1.7483498e-10
3,1.3563411e-11,7.980994e-07,1.6244886e-08,8.706124e-07,1.9391233e-10,1.396751e-07,0.9999982,1.2342145e-10
4,1.4490319e-06,7.4586495e-07,6.141778e-06,6.1962178e-09,2.636637e-05,4.4007397e-08,1.5920838e-11,0.9999652
5,2.4923737e-13,1.7181396e-12,8.746708e-09,1.14142736e-07,1.8547301e-14,9.551841e-13,0.9999999,2.6207584e-13
6,9.989448e-14,1.2022875e-13,0.9999999,6.051245e-08,1.0076567e-11,4.1412495e-15,4.793139e-09,2.3369216e-08
7,6.7306204e-12,5.1138e-15,1.0,4.467761e-11,1.6948873e-08,2.2623055e-13,4.832752e-16,1.3728731e-08
8,0.00011877943,7.5450594e-06,0.000751319,5.4410236e-07,0.0001748841,1.7852191e-06,2.3569982e-07,0.99894494
9,5.3182366e-06,5.0506888e-09,0.9999231,8.6069485e-06,4.0835817e-05,6.150064e-08,5.0262237e-08,2.2031121e-05
10,1.4325728e-08,1.0,4.7557758e-09,7.945197e-10,7.3092604e-10,1.5665347e-11,7.4919054e-10,2.0303597e-09
11,3.686079e-07,0.99999964,1.1970834e-10,2.0892843e-08,7.2741785e-11,6.0541544e-11,6.3890067e-09,1.8901812e-11
12,5.614556e-11,2.7093552e-09,4.1312381e-07,4.653144e-09,1.1675967e-10,1.4025893e-10,0.99999964,3.054889e-10
13,3.974279e-07,4.2553156e-06,1.1868418e-05,6.57708e-08,1.8909195e-06,1.0272611e-07,8.411888e-09,0.9999813
14,4.7741416e-10,1.9129743e-07,6.565129e-06,2.4885312e-06,4.053243e-11,8.077807e-09,0.9999907,3.27117e-09
15,2.2342464e-07,2.5336615e-06,2.9814722e-05,0.99908125,1.469852e-09,0.0008835295,2.2999352e-06,1.9504103e-07
16,2.2870393e-06,1.928865e-06,1.1950326e-05,1.2079523e-08,1.8095776e-05,3.5419482e-08,3.572676e-09,0.9999658
17,0.0041331877,3.7416555e-06,0.99440503,1.3253813e-05,0.00034608156,1.925751e-08,0.0005916353,0.00050710153
18,3.3486197e-10,2.6690807e-06,0.00024243462,1.4153166e-05,1.4518779e-08,1.0872129e-09,0.99974066,1.189915e-07
19,1.8408704e-06,0.99999774,2.272118e-08,3.082162e-07,3.6704797e-09,1.8525139e-09,2.5916004e-08,3.6073264e-10
20,6.235599e-10,1.6802004e-07,7.0374983e-07,1.4869888e-05,1.13475784e-10,6.4346857e-12,0.99998426,6.475269e-11
21,6.1437717e-12,1.0,7.075366e-15,1.083658e-13,7.87453e-14,2.3250887e-14,5.976172e-16,4.5068353e-17
22,4.655291e-10,1.23377576e-11,1.4186595e-11,2.940979e-08,4.922832e-10,0.9999999,7.079968e-08,8.0153195e-10
23,2.8178312e-10,1.3804107e-13,4.673906e-13,6.7521133e-10,5.565635e-13,1.0,2.286547e-09,3.0681966e-15
24,2.3232353e-07,8.900734e-07,8.268091e-08,6.802268e-10,1.0067734e-05,2.7251755e-08,1.10593555e-10,0.9999887
25,1.0523367e-09,1.3430671e-08,1.2849504e-09,2.226102e-09,1.4799228e-07,8.126049e-09,9.449354e-12,0.9999999
26,0.9999994,6.993837e-08,4.4240803e-10,1.7310592e-07,2.995175e-07,2.6486628e-09,8.8420875e-11,1.0514844e-11
27,2.7257821e-11,1.1403999e-08,1.069388e-07,6.773601e-07,2.2540834e-11,2.7100629e-12,0.99999917,1.1934846e-11
28,1.17779315e-08,5.5339278e-14,5.9383753e-10,7.167729e-08,0.9999999,9.363569e-10,6.4231125e-12,3.834567e-12
29,7.0573224e-05,1.6438264e-07,3.042908e-08,4.8697048e-06,1.5379103e-06,0.9999161,6.723161e-06,4.1406126e-10
30,1.1185133e-05,5.8145533e-06,4.1335275e-07,0.9999443,1.4722144e-08,3.5301495e-05,2.932971e-06,4.8176187e-09
31,0.00021267163,1.7855731e-07,0.99917406,4.3954034e-05,0.0005443266,5.031044e-10,6.8732953e-07,2.414577e-05
32,0.00024047834,0.99975735,6.4147705e-09,2.5855238e-07,1.4053186e-09,8.222166e-08,1.8288051e-06,8.289929e-11
33,3.5760706e-09,1.0,3.0795974e-13,3.961976e-12,6.3511365e-13,3.016715e-14,7.1984526e-14,1.1254766e-14
34,2.6730714e-07,0.00011773839,1.5822714e-06,0.010392294,2.2329598e-09,4.038726e-10,0.98948824,3.3395553e-09
35,6.0236793e-10,3.5726664e-09,1.8305298e-05,3.1703232e-06,2.4873048e-10,6.7223516e-09,0.9999784,5.187261e-10
36,9.385791e-07,0.9999989,4.943485e-12,7.985533e-08,3.6456606e-12,2.2999935e-10,5.984282e-10,1.4634244e-13
37,0.0001674198,9.725183e-09,2.0477285e-06,1.5991284e-06,0.9998286,6.713045e-08,8.736595e-08,7.371292e-08
38,0.9999647,1.1738738e-05,4.8427717e-07,2.0741583e-05,7.5893325e-08,1.8535105e-06,3.3491324e-07,1.1328402e-08
39,2.8223758e-08,2.1069363e-10,5.1077273e-05,3.9815302e-05,0.99336994,0.0065392256,6.9339084e-10,1.5162053e-08
40,8.1116423e-13,7.6077073e-13,2.5566416e-09,5.5169454e-07,2.6122743e-12,6.8930022e-12,0.9999994,1.0134375e-13
41,0.0051144096,0.00035281113,6.3404877e-06,0.96103835,0.0008519254,0.018330267,0.014281563,2.4293757e-05
42,0.98698956,4.039367e-07,8.268659e-08,0.00017330071,1.498032e-07,0.012835896,5.732246e-07,1.3930884e-09
