0,0.24529032,0.14766309,0.2328624,0.27185452,0.10232968
1,0.5474805,0.04586967,0.20167568,0.13108651,0.07388763
2,0.9643479,0.023294916,0.004903592,0.007445932,7.5742455e-06
3,0.07150426,0.07239644,0.21778655,0.42088068,0.217432
4,0.15189439,0.04655202,0.21286932,0.32352722,0.26515695
5,0.9701653,0.010010356,0.015610066,0.004212916,1.3041871e-06
6,0.05441409,0.013985423,0.029659124,0.06608175,0.83585954
7,0.9257403,0.026246373,0.0414743,0.0063501443,0.00018878058
8,0.24226838,0.065642275,0.3589478,0.26262048,0.0705211
9,0.0147553785,0.0036319047,0.6890738,0.29213583,0.0004030634
10,0.22045578,0.13796355,0.30911812,0.2613831,0.07107948
11,0.16458213,0.2605166,0.23170073,0.07912527,0.2640753
12,0.25093657,0.30638424,0.1988651,0.16387996,0.07993412
13,0.29465613,0.15312785,0.31425852,0.20520036,0.03275708
14,0.894369,0.010225982,0.035460822,0.04877914,0.011165004
15,0.20977022,0.07340148,0.212421,0.32070264,0.18370466
16,0.7696083,0.15875277,0.03866884,0.02608477,0.0068853744
17,0.22038873,0.15586771,0.31383288,0.26080048,0.04911021
18,0.17255773,0.2684866,0.25250354,0.2691866,0.037265558
19,0.59747386,0.183755,0.08345841,0.13357154,0.0017411881
20,0.12645662,0.04139745,0.29759666,0.3707155,0.16383378
21,0.23321703,0.07179545,0.2103743,0.378256,0.10635726
22,0.64605427,0.032817274,0.03951017,0.26513568,0.016482612
23,0.9910774,0.0030286137,0.0031634863,0.00272621,4.1952985e-06
24,0.1421364,0.14757071,0.17649817,0.33857048,0.19522423
25,0.7389823,0.118593454,0.0825694,0.05494974,0.004905152
26,0.15951917,0.08356525,0.50782526,0.22464634,0.024443952
27,0.5254541,0.19372338,0.09842201,0.16838151,0.014018975
28,0.98662114,0.004443743,0.0075366455,0.0013038354,9.463525e-05
29,0.10725773,0.08855383,0.21914473,0.39275995,0.19228381
30,0.2335744,0.114506155,0.2755323,0.33357468,0.042812478
31,0.8877729,0.065215886,0.03242168,0.013652059,0.0009374761
32,0.27951625,0.09530922,0.25202826,0.2594518,0.11369441
