0,0.11051997,0.044780657,0.35701418,0.34783804,0.13984716
1,0.95727515,0.008084716,0.0325603,0.0015833385,0.00049656007
2,0.92164296,0.027172184,0.037168354,0.012863013,0.0011535208
3,0.17418541,0.07375044,0.28710383,0.28536603,0.17959423
4,0.12653102,0.07560218,0.26057848,0.31119892,0.2260894
5,0.9639781,0.016023258,0.018080037,0.0017887565,0.00012988999
6,0.2060324,0.057627745,0.24368213,0.2747272,0.21793051
7,0.9645184,0.008031029,0.0254442,0.0018076857,0.00019869264
8,0.21702458,0.059371315,0.2745303,0.26063463,0.18843915
9,0.2865553,0.089209706,0.23819631,0.2784368,0.107601896
10,0.558471,0.09840726,0.101179,0.17563078,0.06631199
11,0.23121382,0.33419117,0.26649696,0.1411262,0.026971877
12,0.5207421,0.21845964,0.1592162,0.09274919,0.008832945
13,0.24773033,0.23470633,0.33957905,0.13884664,0.039137673
14,0.84608656,0.038922947,0.09231677,0.020440022,0.002233662
15,0.13565885,0.08111537,0.24428591,0.3781121,0.16082777
16,0.90750206,0.020301228,0.057624295,0.012283035,0.0022894097
17,0.13464989,0.080034666,0.2744954,0.3415378,0.16928227
18,0.80397373,0.048337802,0.062494207,0.08025626,0.0049379845
19,0.22374651,0.09781095,0.26536313,0.40924406,0.0038353645
20,0.12722738,0.056272525,0.2511792,0.22977723,0.33554372
21,0.18142472,0.08961047,0.28264695,0.41127858,0.035039265
22,0.6087701,0.071488574,0.121935435,0.12581502,0.07199092
23,0.9368973,0.020767363,0.02769086,0.014302609,0.0003418974
24,0.27553853,0.18603621,0.27850705,0.19305566,0.06686252
25,0.8359068,0.042006485,0.11308136,0.008639185,0.00036622235
26,0.3549322,0.102970615,0.11847563,0.334013,0.08960851
27,0.47923762,0.08041897,0.13053945,0.2571399,0.052664034
28,0.94783586,0.020833198,0.026525848,0.0042053983,0.00059975975
29,0.075384766,0.04493977,0.12753679,0.6046153,0.1475234
30,0.14177878,0.09837023,0.28753507,0.29459396,0.17772196
31,0.9146997,0.025763007,0.04301863,0.01605429,0.0004644182
32,0.3076252,0.15631662,0.15879256,0.23720753,0.1400581
33,0.12168938,0.098959744,0.3911992,0.3055013,0.08265036
34,0.1191839,0.15822586,0.4171023,0.30404225,0.0014456575
35,0.54878396,0.13862969,0.2517504,0.0557273,0.005108652
36,0.08964121,0.028098093,0.288078,0.549558,0.044624753
37,0.12958284,0.033143483,0.2056335,0.38128352,0.2503567
38,0.16223925,0.23038143,0.23959753,0.30761847,0.060163327
39,0.13340709,0.13071658,0.4146262,0.2371227,0.08412745
40,0.26714733,0.20007634,0.2968548,0.2078295,0.028092016
41,0.71248513,0.057802122,0.11175018,0.08298105,0.034981545
42,0.08783471,0.027544955,0.21209817,0.41622365,0.25629848
43,0.8561948,0.033851795,0.084355846,0.016653452,0.008944156
44,0.6725165,0.08580137,0.1328395,0.08699228,0.021850297
45,0.27379373,0.17842494,0.30006742,0.23901296,0.008700914
46,0.13195844,0.15209444,0.35948974,0.31027293,0.046184484
47,0.36402217,0.16726975,0.23502712,0.18263444,0.05104654
48,0.22658661,0.08463345,0.4258526,0.24307585,0.019851465
49,0.9599642,0.015505223,0.020665653,0.0036752434,0.00018967074
50,0.88115853,0.048797052,0.042139187,0.026701396,0.0012038484
51,0.15861465,0.052317213,0.32187715,0.33003122,0.13715978
